record_id,student_id,student_name,lecture_id,lecture_name,lecturer_id,lecturer_name,course_id,course_code,course_name,group_id,group_name,academic_week,timestamp,time,time_minute,emotion,confidence,engagement_score,focus_score,attendance_status,is_present,left_room,absence_duration_minutes,source_type,model_name
7061,S001,Linda Ahmed,L01b28a9f1,CS302 — GRP_A_CS302 (Week 14),L004,mina youssef,2,CS302,Data Science Fundamentals,3,Group A - CS302,14,2026-02-18T12:29:18Z,12:29,25,Confused,0.84,0.32,0.77,Absent,FALSE,TRUE,15,mock_video,EduPulse_v1.0
7081,S001,Linda Ahmed,L01b28a9f1,CS302 — GRP_A_CS302 (Week 14),L004,mina youssef,2,CS302,Data Science Fundamentals,3,Group A - CS302,14,2026-02-18T12:33:56Z,12:33,30,Confused,0.83,0.35,0.75,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
7101,S001,Linda Ahmed,L01b28a9f1,CS302 — GRP_A_CS302 (Week 14),L004,mina youssef,2,CS302,Data Science Fundamentals,3,Group A - CS302,14,2026-02-18T12:36:59Z,12:36,35,Confused,0.84,0.31,0.78,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
7121,S001,Linda Ahmed,L01b28a9f1,CS302 — GRP_A_CS302 (Week 14),L004,mina youssef,2,CS302,Data Science Fundamentals,3,Group A - CS302,14,2026-02-18T12:44:22Z,12:44,40,Confused,0.84,0.48,0.86,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
7141,S001,Linda Ahmed,L01b28a9f1,CS302 — GRP_A_CS302 (Week 14),L004,mina youssef,2,CS302,Data Science Fundamentals,3,Group A - CS302,14,2026-02-18T12:48:31Z,12:48,45,Happy,0.8,0.92,0.87,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
7161,S001,Linda Ahmed,L01b28a9f1,CS302 — GRP_A_CS302 (Week 14),L004,mina youssef,2,CS302,Data Science Fundamentals,3,Group A - CS302,14,2026-02-18T12:52:22Z,12:52,50,Confused,0.93,0.37,0.81,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
7181,S001,Linda Ahmed,L01b28a9f1,CS302 — GRP_A_CS302 (Week 14),L004,mina youssef,2,CS302,Data Science Fundamentals,3,Group A - CS302,14,2026-02-18T12:56:54Z,12:56,55,Happy,0.9,0.89,0.91,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
19201,S001,Linda Ahmed,La855331f6,CS301 — GRP_A_CS301 (Week 1),L009,Linda ahmed,1,CS301,Artificial Intelligence,1,Group A - CS301,1,2026-05-10T05:52:45Z,05:52,0,Neutral,0.62,0.65,0.886,Present,TRUE,FALSE,0,live_camera,EduPulse_opencv
19202,S001,Linda Ahmed,La855331f6,CS301 — GRP_A_CS301 (Week 1),L009,Linda ahmed,1,CS301,Artificial Intelligence,1,Group A - CS301,1,2026-05-10T05:52:48Z,05:52,0,Neutral,0.62,0.65,0.886,Present,TRUE,FALSE,0,live_camera,EduPulse_opencv
19203,S001,Linda Ahmed,La855331f6,CS301 — GRP_A_CS301 (Week 1),L009,Linda ahmed,1,CS301,Artificial Intelligence,1,Group A - CS301,1,2026-05-10T05:52:51Z,05:52,0,Neutral,0.62,0.65,0.886,Present,TRUE,FALSE,0,live_camera,EduPulse_opencv
19204,S001,Linda Ahmed,La855331f6,CS301 — GRP_A_CS301 (Week 1),L009,Linda ahmed,1,CS301,Artificial Intelligence,1,Group A - CS301,1,2026-05-10T05:52:59Z,05:52,0,Confused,0.58,0.4,0.432,Present,TRUE,FALSE,0,live_camera,EduPulse_opencv
19205,S001,Linda Ahmed,La855331f6,CS301 — GRP_A_CS301 (Week 1),L009,Linda ahmed,1,CS301,Artificial Intelligence,1,Group A - CS301,1,2026-05-10T05:53:03Z,05:53,0,Neutral,0.62,0.65,0.886,Present,TRUE,FALSE,0,live_camera,EduPulse_opencv
19206,S001,Linda Ahmed,La855331f6,CS301 — GRP_A_CS301 (Week 1),L009,Linda ahmed,1,CS301,Artificial Intelligence,1,Group A - CS301,1,2026-05-10T05:53:05Z,05:53,0,Neutral,0.62,0.65,0.886,Present,TRUE,FALSE,0,live_camera,EduPulse_opencv
19207,S001,Linda Ahmed,La855331f6,CS301 — GRP_A_CS301 (Week 1),L009,Linda ahmed,1,CS301,Artificial Intelligence,1,Group A - CS301,1,2026-05-10T05:53:09Z,05:53,0,Confused,0.58,0.4,0.432,Present,TRUE,FALSE,0,live_camera,EduPulse_opencv
19208,S001,Linda Ahmed,La855331f6,CS301 — GRP_A_CS301 (Week 1),L009,Linda ahmed,1,CS301,Artificial Intelligence,1,Group A - CS301,1,2026-05-10T05:53:14Z,05:53,0,Neutral,0.62,0.65,0.886,Present,TRUE,FALSE,0,live_camera,EduPulse_opencv
19209,S001,Linda Ahmed,La855331f6,CS301 — GRP_A_CS301 (Week 1),L009,Linda ahmed,1,CS301,Artificial Intelligence,1,Group A - CS301,1,2026-05-10T06:01:37Z,06:01,0,Confused,0.58,0.4,0.432,Present,TRUE,FALSE,0,live_camera,EduPulse_opencv
19210,S001,Linda Ahmed,La855331f6,CS301 — GRP_A_CS301 (Week 1),L009,Linda ahmed,1,CS301,Artificial Intelligence,1,Group A - CS301,1,2026-05-10T06:01:39Z,06:01,0,Confused,0.58,0.4,0.432,Present,TRUE,FALSE,0,live_camera,EduPulse_opencv
19211,S001,Linda Ahmed,La855331f6,CS301 — GRP_A_CS301 (Week 1),L009,Linda ahmed,1,CS301,Artificial Intelligence,1,Group A - CS301,1,2026-05-10T06:01:42Z,06:01,0,Confused,0.58,0.4,0.432,Present,TRUE,FALSE,0,live_camera,EduPulse_opencv
19212,S001,Linda Ahmed,La855331f6,CS301 — GRP_A_CS301 (Week 1),L009,Linda ahmed,1,CS301,Artificial Intelligence,1,Group A - CS301,1,2026-05-10T06:01:45Z,06:01,0,Confused,0.58,0.4,0.432,Present,TRUE,FALSE,0,live_camera,EduPulse_opencv
19213,S001,Linda Ahmed,La855331f6,CS301 — GRP_A_CS301 (Week 1),L009,Linda ahmed,1,CS301,Artificial Intelligence,1,Group A - CS301,1,2026-05-10T06:01:48Z,06:01,0,Confused,0.58,0.4,0.432,Present,TRUE,FALSE,0,live_camera,EduPulse_opencv
19214,S001,Linda Ahmed,La855331f6,CS301 — GRP_A_CS301 (Week 1),L009,Linda ahmed,1,CS301,Artificial Intelligence,1,Group A - CS301,1,2026-05-10T06:01:51Z,06:01,0,Confused,0.58,0.4,0.432,Present,TRUE,FALSE,0,live_camera,EduPulse_opencv
19215,S001,Linda Ahmed,La855331f6,CS301 — GRP_A_CS301 (Week 1),L009,Linda ahmed,1,CS301,Artificial Intelligence,1,Group A - CS301,1,2026-05-10T06:01:54Z,06:01,0,Confused,0.58,0.4,0.432,Present,TRUE,FALSE,0,live_camera,EduPulse_opencv
19216,S001,Linda Ahmed,La855331f6,CS301 — GRP_A_CS301 (Week 1),L009,Linda ahmed,1,CS301,Artificial Intelligence,1,Group A - CS301,1,2026-05-10T06:01:57Z,06:01,0,Confused,0.58,0.4,0.432,Present,TRUE,FALSE,0,live_camera,EduPulse_opencv
19217,S001,Linda Ahmed,La855331f6,CS301 — GRP_A_CS301 (Week 1),L009,Linda ahmed,1,CS301,Artificial Intelligence,1,Group A - CS301,1,2026-05-10T06:02:00Z,06:02,0,Confused,0.58,0.4,0.432,Present,TRUE,FALSE,0,live_camera,EduPulse_opencv
19218,S001,Linda Ahmed,La855331f6,CS301 — GRP_A_CS301 (Week 1),L009,Linda ahmed,1,CS301,Artificial Intelligence,1,Group A - CS301,1,2026-05-10T06:02:03Z,06:02,0,Confused,0.58,0.4,0.432,Present,TRUE,FALSE,0,live_camera,EduPulse_opencv
19219,S001,Linda Ahmed,La855331f6,CS301 — GRP_A_CS301 (Week 1),L009,Linda ahmed,1,CS301,Artificial Intelligence,1,Group A - CS301,1,2026-05-10T06:02:06Z,06:02,0,Confused,0.58,0.4,0.432,Present,TRUE,FALSE,0,live_camera,EduPulse_opencv
19220,S001,Linda Ahmed,La855331f6,CS301 — GRP_A_CS301 (Week 1),L009,Linda ahmed,1,CS301,Artificial Intelligence,1,Group A - CS301,1,2026-05-10T06:02:09Z,06:02,0,Confused,0.58,0.4,0.432,Present,TRUE,FALSE,0,live_camera,EduPulse_opencv
19221,S001,Linda Ahmed,La855331f6,CS301 — GRP_A_CS301 (Week 1),L009,Linda ahmed,1,CS301,Artificial Intelligence,1,Group A - CS301,1,2026-05-10T06:02:12Z,06:02,0,Confused,0.58,0.4,0.432,Present,TRUE,FALSE,0,live_camera,EduPulse_opencv
19222,S001,Linda Ahmed,La855331f6,CS301 — GRP_A_CS301 (Week 1),L009,Linda ahmed,1,CS301,Artificial Intelligence,1,Group A - CS301,1,2026-05-10T06:02:15Z,06:02,0,Confused,0.58,0.4,0.432,Present,TRUE,FALSE,0,live_camera,EduPulse_opencv
19223,S001,Linda Ahmed,La855331f6,CS301 — GRP_A_CS301 (Week 1),L009,Linda ahmed,1,CS301,Artificial Intelligence,1,Group A - CS301,1,2026-05-10T06:02:18Z,06:02,0,Confused,0.58,0.4,0.432,Present,TRUE,FALSE,0,live_camera,EduPulse_opencv
19224,S001,Linda Ahmed,La855331f6,CS301 — GRP_A_CS301 (Week 1),L009,Linda ahmed,1,CS301,Artificial Intelligence,1,Group A - CS301,1,2026-05-10T06:02:21Z,06:02,0,Confused,0.58,0.4,0.432,Present,TRUE,FALSE,0,live_camera,EduPulse_opencv
19225,S001,Linda Ahmed,La855331f6,CS301 — GRP_A_CS301 (Week 1),L009,Linda ahmed,1,CS301,Artificial Intelligence,1,Group A - CS301,1,2026-05-10T06:02:24Z,06:02,0,Neutral,0.62,0.65,0.886,Present,TRUE,FALSE,0,live_camera,EduPulse_opencv
19226,S001,Linda Ahmed,La855331f6,CS301 — GRP_A_CS301 (Week 1),L009,Linda ahmed,1,CS301,Artificial Intelligence,1,Group A - CS301,1,2026-05-10T06:02:27Z,06:02,0,Confused,0.58,0.4,0.432,Present,TRUE,FALSE,0,live_camera,EduPulse_opencv
19227,S001,Linda Ahmed,La855331f6,CS301 — GRP_A_CS301 (Week 1),L009,Linda ahmed,1,CS301,Artificial Intelligence,1,Group A - CS301,1,2026-05-10T06:02:30Z,06:02,0,Confused,0.58,0.4,0.432,Present,TRUE,FALSE,0,live_camera,EduPulse_opencv
19228,S001,Linda Ahmed,La855331f6,CS301 — GRP_A_CS301 (Week 1),L009,Linda ahmed,1,CS301,Artificial Intelligence,1,Group A - CS301,1,2026-05-10T06:02:33Z,06:02,1,Confused,0.58,0.4,0.432,Present,TRUE,FALSE,0,live_camera,EduPulse_opencv
19229,S001,Linda Ahmed,La855331f6,CS301 — GRP_A_CS301 (Week 1),L009,Linda ahmed,1,CS301,Artificial Intelligence,1,Group A - CS301,1,2026-05-10T06:02:42Z,06:02,1,Confused,0.58,0.4,0.432,Present,TRUE,FALSE,0,live_camera,EduPulse_opencv
19230,S001,Linda Ahmed,La855331f6,CS301 — GRP_A_CS301 (Week 1),L009,Linda ahmed,1,CS301,Artificial Intelligence,1,Group A - CS301,1,2026-05-10T06:02:48Z,06:02,1,Confused,0.58,0.4,0.432,Present,TRUE,FALSE,0,live_camera,EduPulse_opencv
19231,S001,Linda Ahmed,La855331f6,CS301 — GRP_A_CS301 (Week 1),L009,Linda ahmed,1,CS301,Artificial Intelligence,1,Group A - CS301,1,2026-05-10T06:02:51Z,06:02,1,Confused,0.58,0.4,0.432,Present,TRUE,FALSE,0,live_camera,EduPulse_opencv
19232,S001,Linda Ahmed,La855331f6,CS301 — GRP_A_CS301 (Week 1),L009,Linda ahmed,1,CS301,Artificial Intelligence,1,Group A - CS301,1,2026-05-10T06:02:54Z,06:02,1,Confused,0.58,0.4,0.432,Present,TRUE,FALSE,0,live_camera,EduPulse_opencv
19233,S001,Linda Ahmed,La855331f6,CS301 — GRP_A_CS301 (Week 1),L009,Linda ahmed,1,CS301,Artificial Intelligence,1,Group A - CS301,1,2026-05-10T06:02:57Z,06:02,1,Confused,0.58,0.4,0.432,Present,TRUE,FALSE,0,live_camera,EduPulse_opencv
19234,S001,Linda Ahmed,La855331f6,CS301 — GRP_A_CS301 (Week 1),L009,Linda ahmed,1,CS301,Artificial Intelligence,1,Group A - CS301,1,2026-05-10T06:03:00Z,06:03,1,Confused,0.58,0.4,0.432,Present,TRUE,FALSE,0,live_camera,EduPulse_opencv
19235,S001,Linda Ahmed,La855331f6,CS301 — GRP_A_CS301 (Week 1),L009,Linda ahmed,1,CS301,Artificial Intelligence,1,Group A - CS301,1,2026-05-10T06:03:03Z,06:03,1,Confused,0.58,0.4,0.432,Present,TRUE,FALSE,0,live_camera,EduPulse_opencv
19236,S001,Linda Ahmed,La855331f6,CS301 — GRP_A_CS301 (Week 1),L009,Linda ahmed,1,CS301,Artificial Intelligence,1,Group A - CS301,1,2026-05-10T06:03:09Z,06:03,1,Confused,0.58,0.4,0.432,Present,TRUE,FALSE,0,live_camera,EduPulse_opencv
19237,S001,Linda Ahmed,La855331f6,CS301 — GRP_A_CS301 (Week 1),L009,Linda ahmed,1,CS301,Artificial Intelligence,1,Group A - CS301,1,2026-05-10T06:03:12Z,06:03,1,Confused,0.58,0.4,0.432,Present,TRUE,FALSE,0,live_camera,EduPulse_opencv
19238,S001,Linda Ahmed,La855331f6,CS301 — GRP_A_CS301 (Week 1),L009,Linda ahmed,1,CS301,Artificial Intelligence,1,Group A - CS301,1,2026-05-10T06:03:18Z,06:03,1,Confused,0.58,0.4,0.432,Present,TRUE,FALSE,0,live_camera,EduPulse_opencv
19239,S001,Linda Ahmed,Lb9d959c1b,CS301 — GRP_A_CS301 (Week 13),L009,Linda ahmed,1,CS301,Artificial Intelligence,1,Group A - CS301,13,2026-05-10T07:39:48Z,07:39,0,Neutral,0.62,0.65,0.886,Present,TRUE,FALSE,0,live_camera,EduPulse_v1.0
19240,S001,Linda Ahmed,Lb9d959c1b,CS301 — GRP_A_CS301 (Week 13),L009,Linda ahmed,1,CS301,Artificial Intelligence,1,Group A - CS301,13,2026-05-10T07:39:51Z,07:39,0,Neutral,0.62,0.65,0.886,Present,TRUE,FALSE,0,live_camera,EduPulse_v1.0
19241,S001,Linda Ahmed,Lb9d959c1b,CS301 — GRP_A_CS301 (Week 13),L009,Linda ahmed,1,CS301,Artificial Intelligence,1,Group A - CS301,13,2026-05-10T07:39:54Z,07:39,0,Neutral,0.62,0.65,0.886,Present,TRUE,FALSE,0,live_camera,EduPulse_v1.0
19242,S001,Linda Ahmed,Lb9d959c1b,CS301 — GRP_A_CS301 (Week 13),L009,Linda ahmed,1,CS301,Artificial Intelligence,1,Group A - CS301,13,2026-05-10T07:39:57Z,07:39,0,Neutral,0.62,0.65,0.886,Present,TRUE,FALSE,0,live_camera,EduPulse_v1.0
19243,S001,Linda Ahmed,Lb9d959c1b,CS301 — GRP_A_CS301 (Week 13),L009,Linda ahmed,1,CS301,Artificial Intelligence,1,Group A - CS301,13,2026-05-10T07:40:03Z,07:40,0,Neutral,0.62,0.65,0.886,Present,TRUE,FALSE,0,live_camera,EduPulse_v1.0
19244,S001,Linda Ahmed,Lb9d959c1b,CS301 — GRP_A_CS301 (Week 13),L009,Linda ahmed,1,CS301,Artificial Intelligence,1,Group A - CS301,13,2026-05-10T07:40:18Z,07:40,0,Neutral,0.62,0.65,0.886,Present,TRUE,FALSE,0,live_camera,EduPulse_v1.0
19245,S001,Linda Ahmed,Lb9d959c1b,CS301 — GRP_A_CS301 (Week 13),L009,Linda ahmed,1,CS301,Artificial Intelligence,1,Group A - CS301,13,2026-05-10T07:40:21Z,07:40,0,Neutral,0.62,0.65,0.886,Present,TRUE,FALSE,0,live_camera,EduPulse_v1.0
19246,S001,Linda Ahmed,Lb9d959c1b,CS301 — GRP_A_CS301 (Week 13),L009,Linda ahmed,1,CS301,Artificial Intelligence,1,Group A - CS301,13,2026-05-10T07:43:53Z,07:43,0,Neutral,0.62,0.65,0.886,Present,TRUE,FALSE,3,live_camera,EduPulse_v1.0
19247,S001,Linda Ahmed,Lb9d959c1b,CS301 — GRP_A_CS301 (Week 13),L009,Linda ahmed,1,CS301,Artificial Intelligence,1,Group A - CS301,13,2026-05-10T07:43:53Z,07:43,0,Neutral,0.62,0.65,0.886,Present,TRUE,FALSE,3,live_camera,EduPulse_v1.0
19248,S001,Linda Ahmed,Lb9d959c1b,CS301 — GRP_A_CS301 (Week 13),L009,Linda ahmed,1,CS301,Artificial Intelligence,1,Group A - CS301,13,2026-05-10T07:43:56Z,07:43,0,Neutral,0.62,0.65,0.886,Present,TRUE,FALSE,3,live_camera,EduPulse_v1.0
19249,S001,Linda Ahmed,Lb9d959c1b,CS301 — GRP_A_CS301 (Week 13),L009,Linda ahmed,1,CS301,Artificial Intelligence,1,Group A - CS301,13,2026-05-10T07:44:14Z,07:44,0,Neutral,0.62,0.65,0.886,Present,TRUE,FALSE,3,live_camera,EduPulse_v1.0
19250,S001,Linda Ahmed,Lb9d959c1b,CS301 — GRP_A_CS301 (Week 13),L009,Linda ahmed,1,CS301,Artificial Intelligence,1,Group A - CS301,13,2026-05-10T07:44:26Z,07:44,0,Neutral,0.48,0.65,0.42,Present,TRUE,FALSE,3,live_camera,EduPulse_v1.0
19251,S001,Linda Ahmed,Lb9d959c1b,CS301 — GRP_A_CS301 (Week 13),L009,Linda ahmed,1,CS301,Artificial Intelligence,1,Group A - CS301,13,2026-05-10T07:44:38Z,07:44,0,Neutral,0.62,0.65,0.886,Present,TRUE,FALSE,3,live_camera,EduPulse_v1.0
19252,S001,Linda Ahmed,Lb9d959c1b,CS301 — GRP_A_CS301 (Week 13),L009,Linda ahmed,1,CS301,Artificial Intelligence,1,Group A - CS301,13,2026-05-10T07:44:41Z,07:44,0,Neutral,0.62,0.65,0.886,Present,TRUE,FALSE,3,live_camera,EduPulse_v1.0
19253,S001,Linda Ahmed,Lb9d959c1b,CS301 — GRP_A_CS301 (Week 13),L009,Linda ahmed,1,CS301,Artificial Intelligence,1,Group A - CS301,13,2026-05-10T07:44:44Z,07:44,0,Neutral,0.62,0.65,0.886,Present,TRUE,FALSE,3,live_camera,EduPulse_v1.0
19254,S001,Linda Ahmed,Lb9d959c1b,CS301 — GRP_A_CS301 (Week 13),L009,Linda ahmed,1,CS301,Artificial Intelligence,1,Group A - CS301,13,2026-05-10T07:44:50Z,07:44,0,Neutral,0.62,0.65,0.886,Present,TRUE,FALSE,3,live_camera,EduPulse_v1.0
19255,S001,Linda Ahmed,Lb9d959c1b,CS301 — GRP_A_CS301 (Week 13),L009,Linda ahmed,1,CS301,Artificial Intelligence,1,Group A - CS301,13,2026-05-10T07:44:53Z,07:44,0,Neutral,0.62,0.65,0.886,Present,TRUE,FALSE,3,live_camera,EduPulse_v1.0
2,S002,Rawan Elsawaby,Lbc5f9ac04,CS301 — GRP_A_CS301 (Week 1),L002,Ahmed Mohamed,1,CS301,Artificial Intelligence,1,Group A - CS301,1,2026-02-09T08:01:16Z,08:01,0,Neutral,0.91,0.68,0.85,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
22,S002,Rawan Elsawaby,Lbc5f9ac04,CS301 — GRP_A_CS301 (Week 1),L002,Ahmed Mohamed,1,CS301,Artificial Intelligence,1,Group A - CS301,1,2026-02-09T08:05:56Z,08:05,5,Happy,0.83,0.99,0.84,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
42,S002,Rawan Elsawaby,Lbc5f9ac04,CS301 — GRP_A_CS301 (Week 1),L002,Ahmed Mohamed,1,CS301,Artificial Intelligence,1,Group A - CS301,1,2026-02-09T08:10:43Z,08:10,10,Neutral,0.84,0.63,0.86,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
62,S002,Rawan Elsawaby,Lbc5f9ac04,CS301 — GRP_A_CS301 (Week 1),L002,Ahmed Mohamed,1,CS301,Artificial Intelligence,1,Group A - CS301,1,2026-02-09T08:15:29Z,08:15,15,Happy,0.77,1,0.74,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
82,S002,Rawan Elsawaby,Lbc5f9ac04,CS301 — GRP_A_CS301 (Week 1),L002,Ahmed Mohamed,1,CS301,Artificial Intelligence,1,Group A - CS301,1,2026-02-09T08:22:51Z,08:22,20,Neutral,0.8,0.67,0.61,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
102,S002,Rawan Elsawaby,Lbc5f9ac04,CS301 — GRP_A_CS301 (Week 1),L002,Ahmed Mohamed,1,CS301,Artificial Intelligence,1,Group A - CS301,1,2026-02-09T08:28:22Z,08:28,25,Happy,0.94,0.98,0.7,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
122,S002,Rawan Elsawaby,Lbc5f9ac04,CS301 — GRP_A_CS301 (Week 1),L002,Ahmed Mohamed,1,CS301,Artificial Intelligence,1,Group A - CS301,1,2026-02-09T08:34:53Z,08:34,30,Happy,0.76,0.96,0.75,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
142,S002,Rawan Elsawaby,Lbc5f9ac04,CS301 — GRP_A_CS301 (Week 1),L002,Ahmed Mohamed,1,CS301,Artificial Intelligence,1,Group A - CS301,1,2026-02-09T08:35:18Z,08:35,35,Neutral,0.88,0.57,0.6,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
162,S002,Rawan Elsawaby,Lbc5f9ac04,CS301 — GRP_A_CS301 (Week 1),L002,Ahmed Mohamed,1,CS301,Artificial Intelligence,1,Group A - CS301,1,2026-02-09T08:43:30Z,08:43,40,Neutral,0.84,0.65,0.93,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
182,S002,Rawan Elsawaby,Lbc5f9ac04,CS301 — GRP_A_CS301 (Week 1),L002,Ahmed Mohamed,1,CS301,Artificial Intelligence,1,Group A - CS301,1,2026-02-09T08:46:18Z,08:46,45,Happy,0.83,0.93,0.73,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
202,S002,Rawan Elsawaby,Lbc5f9ac04,CS301 — GRP_A_CS301 (Week 1),L002,Ahmed Mohamed,1,CS301,Artificial Intelligence,1,Group A - CS301,1,2026-02-09T08:52:23Z,08:52,50,Neutral,0.95,0.64,0.94,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
222,S002,Rawan Elsawaby,Lbc5f9ac04,CS301 — GRP_A_CS301 (Week 1),L002,Ahmed Mohamed,1,CS301,Artificial Intelligence,1,Group A - CS301,1,2026-02-09T08:55:34Z,08:55,55,Happy,0.99,0.98,0.64,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
242,S002,Rawan Elsawaby,Lbda5b8140,CS301 — GRP_A_CS301 (Week 2),L002,Ahmed Mohamed,1,CS301,Artificial Intelligence,1,Group A - CS301,2,2026-02-11T12:03:58Z,12:03,0,Happy,0.85,0.96,0.63,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
262,S002,Rawan Elsawaby,Lbda5b8140,CS301 — GRP_A_CS301 (Week 2),L002,Ahmed Mohamed,1,CS301,Artificial Intelligence,1,Group A - CS301,2,2026-02-11T12:09:12Z,12:09,5,Bored,0.76,0.21,0.87,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
282,S002,Rawan Elsawaby,Lbda5b8140,CS301 — GRP_A_CS301 (Week 2),L002,Ahmed Mohamed,1,CS301,Artificial Intelligence,1,Group A - CS301,2,2026-02-11T12:13:40Z,12:13,10,Neutral,0.84,0.62,0.86,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
302,S002,Rawan Elsawaby,Lbda5b8140,CS301 — GRP_A_CS301 (Week 2),L002,Ahmed Mohamed,1,CS301,Artificial Intelligence,1,Group A - CS301,2,2026-02-11T12:16:53Z,12:16,15,Happy,0.97,0.93,0.6,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
322,S002,Rawan Elsawaby,Lbda5b8140,CS301 — GRP_A_CS301 (Week 2),L002,Ahmed Mohamed,1,CS301,Artificial Intelligence,1,Group A - CS301,2,2026-02-11T12:21:04Z,12:21,20,Happy,0.91,1,0.71,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
342,S002,Rawan Elsawaby,Lbda5b8140,CS301 — GRP_A_CS301 (Week 2),L002,Ahmed Mohamed,1,CS301,Artificial Intelligence,1,Group A - CS301,2,2026-02-11T12:27:47Z,12:27,25,Bored,0.91,0.17,0.87,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
362,S002,Rawan Elsawaby,Lbda5b8140,CS301 — GRP_A_CS301 (Week 2),L002,Ahmed Mohamed,1,CS301,Artificial Intelligence,1,Group A - CS301,2,2026-02-11T12:33:18Z,12:33,30,Neutral,0.77,0.74,0.91,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
382,S002,Rawan Elsawaby,Lbda5b8140,CS301 — GRP_A_CS301 (Week 2),L002,Ahmed Mohamed,1,CS301,Artificial Intelligence,1,Group A - CS301,2,2026-02-11T12:35:25Z,12:35,35,Confused,0.81,0.34,0.94,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
402,S002,Rawan Elsawaby,Lbda5b8140,CS301 — GRP_A_CS301 (Week 2),L002,Ahmed Mohamed,1,CS301,Artificial Intelligence,1,Group A - CS301,2,2026-02-11T12:42:08Z,12:42,40,Neutral,0.82,0.64,0.9,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
422,S002,Rawan Elsawaby,Lbda5b8140,CS301 — GRP_A_CS301 (Week 2),L002,Ahmed Mohamed,1,CS301,Artificial Intelligence,1,Group A - CS301,2,2026-02-11T12:45:55Z,12:45,45,Neutral,0.77,0.65,0.87,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
442,S002,Rawan Elsawaby,Lbda5b8140,CS301 — GRP_A_CS301 (Week 2),L002,Ahmed Mohamed,1,CS301,Artificial Intelligence,1,Group A - CS301,2,2026-02-11T12:52:32Z,12:52,50,Neutral,0.82,0.6,0.84,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
462,S002,Rawan Elsawaby,Lbda5b8140,CS301 — GRP_A_CS301 (Week 2),L002,Ahmed Mohamed,1,CS301,Artificial Intelligence,1,Group A - CS301,2,2026-02-11T12:57:13Z,12:57,55,Neutral,0.92,0.65,0.83,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
2882,S002,Rawan Elsawaby,L8add99619,CS301 — GRP_A_CS301 (Week 13),L002,Ahmed Mohamed,1,CS301,Artificial Intelligence,1,Group A - CS301,13,2026-02-09T08:04:27Z,08:04,0,Happy,0.85,1,0.91,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
2902,S002,Rawan Elsawaby,L8add99619,CS301 — GRP_A_CS301 (Week 13),L002,Ahmed Mohamed,1,CS301,Artificial Intelligence,1,Group A - CS301,13,2026-02-09T08:08:57Z,08:08,5,Neutral,0.9,0.74,0.92,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
2922,S002,Rawan Elsawaby,L8add99619,CS301 — GRP_A_CS301 (Week 13),L002,Ahmed Mohamed,1,CS301,Artificial Intelligence,1,Group A - CS301,13,2026-02-09T08:11:12Z,08:11,10,Confused,0.88,0.41,0.62,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
2942,S002,Rawan Elsawaby,L8add99619,CS301 — GRP_A_CS301 (Week 13),L002,Ahmed Mohamed,1,CS301,Artificial Intelligence,1,Group A - CS301,13,2026-02-09T08:15:06Z,08:15,15,Confused,0.96,0.48,0.87,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
2962,S002,Rawan Elsawaby,L8add99619,CS301 — GRP_A_CS301 (Week 13),L002,Ahmed Mohamed,1,CS301,Artificial Intelligence,1,Group A - CS301,13,2026-02-09T08:22:45Z,08:22,20,Happy,0.86,0.96,0.6,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
